atom_prop,elem,count,min,25%,50%,75%,max,range,median,mean,std,IQR,wh_hi,wh_lo,skew,kurt,units
econfig,all,4320.0,-748.7858661859991,-748.7855070159992,-748.7847033759992,-748.7804826759991,-748.7405385559991,0.045327629999974306,-748.7847033759992,-748.7793453509993,0.013187117201241568,0.005024340000090888,-748.772946165999,-748.7930435259993,2.4922699661520595,4.535777767451409,eV
eatom,all,4320.0,-3.4666,-3.4666,-3.466595,-3.46658,-3.46639,0.00021000000000004349,-3.466595,-3.4665709999999996,6.156197922752571e-05,2.0000000000131024e-05,-3.46655,-3.4666300000000003,2.485383366062382,4.509129333107612,eV_per_atom
fmag,all,4320.0,6.581793068761734e-05,0.001991688981743887,0.003184018388135871,0.005297563402168963,0.5843800860672786,0.584314268136591,0.003184018388135871,0.006523825965656764,0.026007248763681115,0.003305874420425076,0.010256375032806577,-0.002967122648893727,18.03290266569482,368.12560788078207,%
nn1_dist,all,4320.0,2.2630143640286517,2.5285872799450684,2.532374715992876,2.5342156061393046,2.5381359554996257,0.2751215914709739,2.532374715992876,2.5251313692402255,0.03609710057889698,0.005628326194236255,2.5426580954306592,2.520144790653714,-6.7936869300861735,45.735682590252964,%
