atom_prop,elem,count,min,25%,50%,75%,max,range,median,mean,std,IQR,wh_hi,wh_lo,skew,kurt,units
fx,In,2015.0,-0.436516,-0.003515,-4.8e-05,0.003747,0.270053,0.706569,-4.8e-05,-0.001298390570719603,0.03637596622241819,0.007261999999999999,0.01464,-0.014408,-3.2152979139616944,41.4749900036864,eV_per_A
fy,In,2015.0,-0.436516,-0.003515,-4.8e-05,0.003747,0.270053,0.706569,-4.8e-05,-0.0012983905707196028,0.03637596622241819,0.007261999999999999,0.01464,-0.014408,-3.2152979139616944,41.4749900036864,eV_per_A
fz,In,2015.0,-0.376489,-0.003419,0.000107,0.003934,0.314429,0.690918,0.000107,-0.0002504312655086847,0.0336160424719476,0.007353,0.014963500000000001,-0.014448500000000001,-1.4362093456729006,39.70902821858077,eV_per_A
fmag,In,2015.0,0.00012927876855849146,0.0034128605173957514,0.00878154809814306,0.02975082000550573,0.47256439615781465,0.47243511738925614,0.00878154809814306,0.028404210318699122,0.05452243984515194,0.026337959488109977,0.06925775923767069,-0.03609407871476922,4.50345780503986,24.896556740740323,eV_per_A
nn1_dist,In,2015.0,2.4774330991572717,2.5314301227171967,2.5436594933481174,2.5510041629942704,2.5875385567175613,0.11010545756028955,2.5436594933481174,2.5406334293957022,0.01878312958799579,0.019574040277073657,2.580365223409881,2.502069062301586,-0.4074444449890493,0.8121543285022392,A
fx,P,2015.0,-0.236524,-0.0034200000000000003,0.0002,0.0039685,0.359648,0.596172,0.0002,0.0012983920595533499,0.03310580018550643,0.0073885,0.01505125,-0.014502750000000002,2.507586730561266,36.763225716875866,eV_per_A
fy,P,2015.0,-0.236524,-0.0034200000000000003,0.0002,0.0039685,0.359648,0.596172,0.0002,0.0012983920595533497,0.033105800185506434,0.0073885,0.01505125,-0.014502750000000002,2.5075867305612656,36.76322571687584,eV_per_A
fz,P,2015.0,-0.402271,-0.0033575000000000002,6.2e-05,0.003767,0.307994,0.7102649999999999,6.2e-05,0.00025042233250620376,0.033238452677270394,0.007124500000000001,0.014453750000000001,-0.014044250000000001,0.11920549184454315,40.22348427756161,eV_per_A
fmag,P,2015.0,1.7320508075688774e-05,0.0035402121405362134,0.008835347248410782,0.025902665828900384,0.41911730857481894,0.41909998806674326,0.008835347248410782,0.0269194760617521,0.05074643639536338,0.022362453688364172,0.05944634636144664,-0.030003468392010044,4.1453764577851056,20.956709323463205,eV_per_A
nn1_dist,P,2015.0,2.4774330991572717,2.532814123835383,2.5384570623116716,2.5553420242427833,3.6906178867636785,1.2131847876064068,2.5384570623116716,2.6397938156167884,0.30889499782054475,0.02252790040740038,2.589133874853884,2.4990222732242824,2.7458301678368904,5.646459243685223,A
