group,fname,natoms,econfig,eatom,elem1,elem2,num_elem1,num_elem2,conc_elem1,conc_elem2,stress_rowform,atom_id,atom_elem,x,y,z,fx,fy,fz,fmag,nn1_idx,nn1_elem,nn1_dist,flags_out,flags_thresh
Bulk,InP_eos_1831.json,8,-27.839999997999996,-3.48,In,P,4,4,50.0,50.0,-494.97999999999996 0.0 0.0|0.0 -494.97999999999996 0.0|0.0 0.0 -494.97999999999996,0,In,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,In,4.122432534317572,fx fy fz fmag nn1_dist ,
Bulk,InP_eos_1831.json,8,-27.839999997999996,-3.48,In,P,4,4,50.0,50.0,-494.97999999999996 0.0 0.0|0.0 -494.97999999999996 0.0|0.0 0.0 -494.97999999999996,1,In,2.915,0.0,2.915,0.0,0.0,0.0,0.0,4,P,2.524464052031638,fx fy fz fmag ,
Bulk,InP_eos_1831.json,8,-27.839999997999996,-3.48,In,P,4,4,50.0,50.0,-494.97999999999996 0.0 0.0|0.0 -494.97999999999996 0.0|0.0 0.0 -494.97999999999996,2,In,0.0,2.915,2.915,0.0,0.0,0.0,0.0,4,P,2.524464052031638,fx fy fz fmag ,
Bulk,InP_eos_1831.json,8,-27.839999997999996,-3.48,In,P,4,4,50.0,50.0,-494.97999999999996 0.0 0.0|0.0 -494.97999999999996 0.0|0.0 0.0 -494.97999999999996,3,In,2.915,2.915,0.0,0.0,0.0,0.0,0.0,5,P,2.524464052031638,fx fy fz fmag ,
Bulk,InP_eos_1831.json,8,-27.839999997999996,-3.48,In,P,4,4,50.0,50.0,-494.97999999999996 0.0 0.0|0.0 -494.97999999999996 0.0|0.0 0.0 -494.97999999999996,4,P,1.4575,1.4575,4.3725,0.0,0.0,0.0,0.0,1,In,2.524464052031638,fx fy fz fmag ,
Bulk,InP_eos_1831.json,8,-27.839999997999996,-3.48,In,P,4,4,50.0,50.0,-494.97999999999996 0.0 0.0|0.0 -494.97999999999996 0.0|0.0 0.0 -494.97999999999996,5,P,4.3725,1.4575,1.4575,0.0,0.0,0.0,0.0,1,In,2.524464052031638,fx fy fz fmag ,
Bulk,InP_eos_1831.json,8,-27.839999997999996,-3.48,In,P,4,4,50.0,50.0,-494.97999999999996 0.0 0.0|0.0 -494.97999999999996 0.0|0.0 0.0 -494.97999999999996,6,P,1.4575,4.3725,1.4575,0.0,0.0,0.0,0.0,2,In,2.524464052031638,fx fy fz fmag ,
Bulk,InP_eos_1831.json,8,-27.839999997999996,-3.48,In,P,4,4,50.0,50.0,-494.97999999999996 0.0 0.0|0.0 -494.97999999999996 0.0|0.0 0.0 -494.97999999999996,7,P,4.3725,4.3725,4.3725,0.0,0.0,0.0,0.0,4,P,4.122432534317571,fx fy fz fmag nn1_dist ,
