group,fname,flags_thresh,flags_out,flags_natoms,flags_atomids,natoms,econfig,eatom,max_fmag,min_nn1_dist
Shear,InP_shear_1641.json,fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.408096038,-0.92601,11.654750584161208,4.231166439186717
Shear,InP_shear_1641.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.408096038,-0.92601,11.654750584161208,4.231166439186717
Shear,InP_shear_1641.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.408096038,-0.92601,11.654750584161208,4.231166439186717
Shear,InP_shear_1651.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.851273517999999,-0.98141,10.946557122792445,4.228363721926012
Shear,InP_shear_1651.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.851273517999999,-0.98141,10.946557122792445,4.228363721926012
Shear,InP_shear_1661.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.802810867999998,-0.97535,10.982383297495584,4.333724276831649
Shear,InP_shear_1661.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.802810867999998,-0.97535,10.982383297495584,4.333724276831649
Shear,InP_shear_1671.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.454776707999997,-0.93185,11.554173917561958,4.29494902182785
Shear,InP_shear_1671.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.454776707999997,-0.93185,11.554173917561958,4.29494902182785
Shear,InP_shear_1681.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.924912897999999,-0.99061,10.839453339922175,4.169207087792595
Shear,InP_shear_1681.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.924912897999999,-0.99061,10.839453339922175,4.169207087792595
Shear,InP_shear_1691.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.894699787999997,-0.98684,10.850693493881442,4.292372160111468
Shear,InP_shear_1691.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.894699787999997,-0.98684,10.850693493881442,4.292372160111468
Shear,InP_shear_1701.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.750174277999999,-0.96877,11.096041945131834,4.268206772978554
Shear,InP_shear_1701.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.750174277999999,-0.96877,11.096041945131834,4.268206772978554
Shear,InP_shear_171.json,fmag>8 ,fz,8,0 1 2 3 4 5 6 7,8,-7.081677597999999,-0.88521,12.168839396561408,4.200495408686932
Shear,InP_shear_171.json,fmag>8 nn1_dist_outside_2.0-4.5A ,fz,8,0 1 2 3 4 5 6 7,8,-7.081677597999999,-0.88521,12.168839396561408,4.200495408686932
Shear,InP_shear_171.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,fz,8,0 1 2 3 4 5 6 7,8,-7.081677597999999,-0.88521,12.168839396561408,4.200495408686932
Shear,InP_shear_171.json,fz>8 fmag>8 ,fz,8,0 1 2 3 4 5 6 7,8,-7.081677597999999,-0.88521,12.168839396561408,4.200495408686932
Shear,InP_shear_1711.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.3293409579999995,-0.91617,11.74891519361907,4.296413744054452
Shear,InP_shear_1711.json,fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.3293409579999995,-0.91617,11.74891519361907,4.296413744054452
Shear,InP_shear_1711.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.3293409579999995,-0.91617,11.74891519361907,4.296413744054452
Shear,InP_shear_1711.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.3293409579999995,-0.91617,11.74891519361907,4.296413744054452
Shear,InP_shear_1721.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.911763327999999,-0.98897,10.844289828926742,4.235764260307696
Shear,InP_shear_1721.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.911763327999999,-0.98897,10.844289828926742,4.235764260307696
Shear,InP_shear_1731.json,fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.909918737999998,-0.86374,12.334243773741218,4.383499334367463
Shear,InP_shear_1731.json,fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.909918737999998,-0.86374,12.334243773741218,4.383499334367463
Shear,InP_shear_1731.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.909918737999998,-0.86374,12.334243773741218,4.383499334367463
Shear,InP_shear_1731.json,fz>8 fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.909918737999998,-0.86374,12.334243773741218,4.383499334367463
Shear,InP_shear_1741.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.862521837999999,-0.98282,10.87944130114456,4.346490377350443
Shear,InP_shear_1741.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.862521837999999,-0.98282,10.87944130114456,4.346490377350443
Shear,InP_shear_1751.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.855320417999998,-0.98192,10.874646755384472,4.378109565737249
Shear,InP_shear_1751.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.855320417999998,-0.98192,10.874646755384472,4.378109565737249
Shear,InP_shear_1761.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.776321497999998,-0.97204,11.013567929886664,4.357100689965748
Shear,InP_shear_1761.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.776321497999998,-0.97204,11.013567929886664,4.357100689965748
Shear,InP_shear_1771.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.926087107999997,-0.99076,10.839528581083727,4.149428505529405
Shear,InP_shear_1771.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.926087107999997,-0.99076,10.839528581083727,4.149428505529405
Shear,InP_shear_1781.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.805484908,-0.97569,10.960981673891485,4.367761948458271
Shear,InP_shear_1781.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.805484908,-0.97569,10.960981673891485,4.367761948458271
Shear,InP_shear_1791.json,fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.752294367999998,-0.84404,12.566356516788666,4.3852946245491875
Shear,InP_shear_1791.json,fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.752294367999998,-0.84404,12.566356516788666,4.3852946245491875
Shear,InP_shear_1791.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.752294367999998,-0.84404,12.566356516788666,4.3852946245491875
Shear,InP_shear_1791.json,fz>8 fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.752294367999998,-0.84404,12.566356516788666,4.3852946245491875
Shear,InP_shear_1801.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.905340087999999,-0.98817,10.874239023336438,4.1457276423928295
Shear,InP_shear_1801.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.905340087999999,-0.98817,10.874239023336438,4.1457276423928295
Shear,InP_shear_181.json,fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.939642747999997,-0.86746,12.393869485049695,4.139333305014227
Shear,InP_shear_181.json,fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.939642747999997,-0.86746,12.393869485049695,4.139333305014227
Shear,InP_shear_181.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.939642747999997,-0.86746,12.393869485049695,4.139333305014227
Shear,InP_shear_181.json,fz>8 fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.939642747999997,-0.86746,12.393869485049695,4.139333305014227
Shear,InP_shear_1811.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.919315458,-0.98991,10.841486103002024,4.2045882053299835
Shear,InP_shear_1811.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.919315458,-0.98991,10.841486103002024,4.2045882053299835
Shear,InP_shear_1821.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.587121048,-0.94839,11.323100133932975,4.341913744986189
Shear,InP_shear_1821.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.587121048,-0.94839,11.323100133932975,4.341913744986189
Shear,InP_shear_1831.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.8871056779999975,-0.98589,10.872038703069355,4.270260907263162
Shear,InP_shear_1831.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.8871056779999975,-0.98589,10.872038703069355,4.270260907263162
Shear,InP_shear_1841.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.873150958,-0.98414,10.920205518822344,4.1953309226329205
Shear,InP_shear_1841.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.873150958,-0.98414,10.920205518822344,4.1953309226329205
Shear,InP_shear_1851.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.7892877779999985,-0.97366,11.014924957692813,4.310144406409139
Shear,InP_shear_1851.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.7892877779999985,-0.97366,11.014924957692813,4.310144406409139
Shear,InP_shear_1861.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.608488217999998,-0.95106,11.323719294429237,4.267238282730412
Shear,InP_shear_1861.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.608488217999998,-0.95106,11.323719294429237,4.267238282730412
Shear,InP_shear_1871.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.797750078,-0.97472,11.03023399623172,4.239078091106603
Shear,InP_shear_1871.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.797750078,-0.97472,11.03023399623172,4.239078091106603
Shear,InP_shear_1881.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.8356806379999995,-0.97946,10.949586438107787,4.286652227846341
Shear,InP_shear_1881.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.8356806379999995,-0.97946,10.949586438107787,4.286652227846341
Shear,InP_shear_1891.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.876808548,-0.9846,10.881983267294846,4.287529536049869
Shear,InP_shear_1891.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.876808548,-0.9846,10.881983267294846,4.287529536049869
Shear,InP_shear_1901.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.824629977999997,-0.97808,10.977973608271336,4.261147822934566
Shear,InP_shear_1901.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.824629977999997,-0.97808,10.977973608271336,4.261147822934566
Shear,InP_shear_191.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.523238847999998,-0.9404,11.485153046229076,4.195345260118646
Shear,InP_shear_191.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.523238847999998,-0.9404,11.485153046229076,4.195345260118646
Shear,InP_shear_1911.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.8691512979999985,-0.98364,10.894131895800875,4.288465503755394
Shear,InP_shear_1911.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.8691512979999985,-0.98364,10.894131895800875,4.288465503755394
Shear,InP_shear_1921.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.058897628,-0.88236,12.141110164000036,4.337872783934541
Shear,InP_shear_1921.json,fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.058897628,-0.88236,12.141110164000036,4.337872783934541
Shear,InP_shear_1921.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.058897628,-0.88236,12.141110164000036,4.337872783934541
Shear,InP_shear_1921.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.058897628,-0.88236,12.141110164000036,4.337872783934541
Shear,InP_shear_1931.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.813884498,-0.97674,10.994883025771852,4.2626024267928155
Shear,InP_shear_1931.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.813884498,-0.97674,10.994883025771852,4.2626024267928155
Shear,InP_shear_1941.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.652973897999999,-0.95662,11.279267405275442,4.191611912963794
Shear,InP_shear_1941.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.652973897999999,-0.95662,11.279267405275442,4.191611912963794
Shear,InP_shear_1951.json,fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.870413228,-0.8588,12.496974883113312,4.156115326227124
Shear,InP_shear_1951.json,fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.870413228,-0.8588,12.496974883113312,4.156115326227124
Shear,InP_shear_1951.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.870413228,-0.8588,12.496974883113312,4.156115326227124
Shear,InP_shear_1951.json,fz>8 fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.870413228,-0.8588,12.496974883113312,4.156115326227124
Shear,InP_shear_1961.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.580284837999997,-0.94754,11.387865384669992,4.217724640419287
Shear,InP_shear_1961.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.580284837999997,-0.94754,11.387865384669992,4.217724640419287
Shear,InP_shear_1971.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.660029187999999,-0.9575,11.256855505704335,4.228183192861917
Shear,InP_shear_1971.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.660029187999999,-0.9575,11.256855505704335,4.228183192861917
Shear,InP_shear_1981.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.794777298,-0.97435,11.053358980601732,4.172850005260194
Shear,InP_shear_1981.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.794777298,-0.97435,11.053358980601732,4.172850005260194
Shear,InP_shear_1991.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.814643417999999,-0.97683,11.001154937530151,4.2433142483205275
Shear,InP_shear_1991.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.814643417999999,-0.97683,11.001154937530151,4.2433142483205275
Shear,InP_shear_2001.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.807617667999999,-0.97595,10.986667700435696,4.3066861970661385
Shear,InP_shear_2001.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.807617667999999,-0.97595,10.986667700435696,4.3066861970661385
Shear,InP_shear_201.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.816423938,-0.97705,11.018503618953257,4.169078822006127
Shear,InP_shear_201.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.816423938,-0.97705,11.018503618953257,4.169078822006127
Shear,InP_shear_2011.json,fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.761087077999999,-0.84514,12.577561758615895,4.352344515878769
Shear,InP_shear_2011.json,fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.761087077999999,-0.84514,12.577561758615895,4.352344515878769
Shear,InP_shear_2011.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.761087077999999,-0.84514,12.577561758615895,4.352344515878769
Shear,InP_shear_2011.json,fz>8 fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.761087077999999,-0.84514,12.577561758615895,4.352344515878769
Shear,InP_shear_2021.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.381095408,-0.92264,11.634954107292602,4.360236761507338
Shear,InP_shear_2021.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.381095408,-0.92264,11.634954107292602,4.360236761507338
Shear,InP_shear_2031.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.554716788,-0.94434,11.390677913583458,4.3083232275329575
Shear,InP_shear_2031.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.554716788,-0.94434,11.390677913583458,4.3083232275329575
Shear,InP_shear_2041.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.605431557999999,-0.95068,11.361915550278702,4.150627377349116
Shear,InP_shear_2041.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.605431557999999,-0.95068,11.361915550278702,4.150627377349116
Shear,InP_shear_2051.json,fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.845631328,-0.8557,12.453595671354883,4.34999023705801
Shear,InP_shear_2051.json,fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.845631328,-0.8557,12.453595671354883,4.34999023705801
Shear,InP_shear_2051.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.845631328,-0.8557,12.453595671354883,4.34999023705801
Shear,InP_shear_2051.json,fz>8 fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.845631328,-0.8557,12.453595671354883,4.34999023705801
Shear,InP_shear_2061.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.834728878,-0.97934,10.967846480539423,4.244669179205842
Shear,InP_shear_2061.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.834728878,-0.97934,10.967846480539423,4.244669179205842
Shear,InP_shear_2071.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.5477753379999974,-0.94347,11.402884290426435,4.305658737057548
Shear,InP_shear_2071.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.5477753379999974,-0.94347,11.402884290426435,4.305658737057548
Shear,InP_shear_2081.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.248885487999999,-0.90611,11.921644759218125,4.1524014829493545
Shear,InP_shear_2081.json,fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.248885487999999,-0.90611,11.921644759218125,4.1524014829493545
Shear,InP_shear_2081.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.248885487999999,-0.90611,11.921644759218125,4.1524014829493545
Shear,InP_shear_2081.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.248885487999999,-0.90611,11.921644759218125,4.1524014829493545
Shear,InP_shear_2091.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.367968657999999,-0.921,11.736737983169855,4.1522169411532435
Shear,InP_shear_2091.json,fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.367968657999999,-0.921,11.736737983169855,4.1522169411532435
Shear,InP_shear_2091.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.367968657999999,-0.921,11.736737983169855,4.1522169411532435
Shear,InP_shear_2091.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.367968657999999,-0.921,11.736737983169855,4.1522169411532435
Shear,InP_shear_21.json,fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.947881987999999,-0.86849,12.277459130623527,4.383715333926235
Shear,InP_shear_21.json,fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.947881987999999,-0.86849,12.277459130623527,4.383715333926235
Shear,InP_shear_21.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.947881987999999,-0.86849,12.277459130623527,4.383715333926235
Shear,InP_shear_21.json,fz>8 fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.947881987999999,-0.86849,12.277459130623527,4.383715333926235
Shear,InP_shear_2101.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.882007397999999,-0.98525,10.906355661478953,4.191762332432506
Shear,InP_shear_2101.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.882007397999999,-0.98525,10.906355661478953,4.191762332432506
Shear,InP_shear_211.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.908978328,-0.98862,10.84496538974957,4.246836432169246
Shear,InP_shear_211.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.908978328,-0.98862,10.84496538974957,4.246836432169246
Shear,InP_shear_2111.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.428229928,-0.92853,11.626424397585827,4.222453274768117
Shear,InP_shear_2111.json,fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.428229928,-0.92853,11.626424397585827,4.222453274768117
Shear,InP_shear_2111.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.428229928,-0.92853,11.626424397585827,4.222453274768117
Shear,InP_shear_2111.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.428229928,-0.92853,11.626424397585827,4.222453274768117
Shear,InP_shear_2121.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.886087097999997,-0.98576,10.86545064028561,4.290740353085934
Shear,InP_shear_2121.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.886087097999997,-0.98576,10.86545064028561,4.290740353085934
Shear,InP_shear_2131.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.639328547999998,-0.95492,11.27646941630992,4.262638797552521
Shear,InP_shear_2131.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.639328547999998,-0.95492,11.27646941630992,4.262638797552521
Shear,InP_shear_2141.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.916381118,-0.98955,10.846520222873371,4.204013551881107
Shear,InP_shear_2141.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.916381118,-0.98955,10.846520222873371,4.204013551881107
Shear,InP_shear_2151.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.742546237999999,-0.96782,11.100177589042843,4.287441798193883
Shear,InP_shear_2151.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.742546237999999,-0.96782,11.100177589042843,4.287441798193883
Shear,InP_shear_2161.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.678256787999999,-0.95978,11.244844084329182,4.153452105466006
Shear,InP_shear_2161.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.678256787999999,-0.95978,11.244844084329182,4.153452105466006
Shear,InP_shear_2171.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.866386667999997,-0.9833,10.871975730212656,4.348865292567706
Shear,InP_shear_2171.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.866386667999997,-0.9833,10.871975730212656,4.348865292567706
Shear,InP_shear_2181.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.718898317999997,-0.96486,11.119536522737178,4.329387400037099
Shear,InP_shear_2181.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.718898317999997,-0.96486,11.119536522737178,4.329387400037099
Shear,InP_shear_2191.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.907487547999999,-0.98844,10.845381412641514,4.252335143377107
Shear,InP_shear_2191.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.907487547999999,-0.98844,10.845381412641514,4.252335143377107
Shear,InP_shear_2201.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.4285779179999984,-0.92857,11.642405412613236,4.139687108949177
Shear,InP_shear_2201.json,fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.4285779179999984,-0.92857,11.642405412613236,4.139687108949177
Shear,InP_shear_2201.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,,8,0 1 2 3 4 5 6 7,8,-7.4285779179999984,-0.92857,11.642405412613236,4.139687108949177
Shear,InP_shear_2201.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.4285779179999984,-0.92857,11.642405412613236,4.139687108949177
Shear,InP_shear_221.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.734509658,-0.96681,11.154522132132824,4.138880479984896
Shear,InP_shear_221.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.734509658,-0.96681,11.154522132132824,4.138880479984896
Shear,InP_shear_2211.json,fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.854223787999999,-0.85678,12.417785846540719,4.38256839956891
Shear,InP_shear_2211.json,fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.854223787999999,-0.85678,12.417785846540719,4.38256839956891
Shear,InP_shear_2211.json,fz>8 fmag>8 nn1_dist_outside_2.0-4.5A ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.854223787999999,-0.85678,12.417785846540719,4.38256839956891
Shear,InP_shear_2211.json,fz>8 fmag>8 ,fz fmag,8,0 1 2 3 4 5 6 7,8,-6.854223787999999,-0.85678,12.417785846540719,4.38256839956891
Shear,InP_shear_2221.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.690188467999999,-0.96127,11.198257878329603,4.254534966938221
Shear,InP_shear_2221.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.690188467999999,-0.96127,11.198257878329603,4.254534966938221
Shear,InP_shear_2231.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.867374697999999,-0.98342,10.880369757503741,4.327441415940833
Shear,InP_shear_2231.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.867374697999999,-0.98342,10.880369757503741,4.327441415940833
Shear,InP_shear_2241.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.451024177999997,-0.93138,11.591335148831043,4.220542489787302
Shear,InP_shear_2241.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.451024177999997,-0.93138,11.591335148831043,4.220542489787302
Shear,InP_shear_2251.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.853778887999997,-0.98172,10.895383711822637,4.342852404814145
Shear,InP_shear_2251.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.853778887999997,-0.98172,10.895383711822637,4.342852404814145
Shear,InP_shear_2261.json,fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.781545947999998,-0.97269,11.063007623069957,4.220578534940442
Shear,InP_shear_2261.json,fz>8 fmag>8 ,,8,0 1 2 3 4 5 6 7,8,-7.781545947999998,-0.97269,11.063007623069957,4.220578534940442
