atom_prop,elem,count,min,25%,50%,75%,max,range,median,mean,std,IQR,wh_hi,wh_lo,skew,kurt,units
econfig,all,4066.0,-740.2282021339993,-740.2250342639993,-739.5987768039993,-739.5898327139992,-739.5816939939991,0.6465081400001509,-739.5987768039993,-739.8577279071571,0.3125316764788581,0.6352015500001471,-738.6370303889989,-741.1778365889995,-0.3195457934819306,-1.8977673880981571,eV
eatom,all,4066.0,-3.45901,-3.459,-3.45607,-3.45603,-3.45599,0.0030200000000002447,-3.45607,-3.4572794736842103,0.0014612372618673809,0.002969999999999917,-3.451575,-3.4634549999999997,-0.31956701302065643,-1.8977838535204752,eV_per_atom
fmag,all,4066.0,7.101408311032397e-05,0.0031127703095474297,0.005533429540310369,0.009309590968458282,0.17005128586988102,0.1699802717867707,0.005533429540310369,0.008364796094777457,0.011414756075777422,0.006196820658910852,0.018604821956824558,-0.006182460678818847,5.9639684136179305,52.15059050290516,%
nn1_dist,all,4066.0,2.470580581199487,2.5290802992590007,2.534518324518232,2.5370343121520786,2.5838982130107206,0.11331763181123344,2.534518324518232,2.531377302134381,0.0118403941813488,0.007954012893077955,2.5489653314916954,2.5171492799193835,-2.627208155063504,11.091661966380492,%
