group,fname,natoms,econfig,eatom,elem1,elem2,num_elem1,num_elem2,conc_elem1,conc_elem2,stress_rowform,atom_id,atom_elem,x,y,z,fx,fy,fz,fmag,nn1_idx,nn1_elem,nn1_dist,flags_out,flags_thresh
s_vIn,vIn_0_Td_tdC_sc3k2cl_d0lda1.json,63,-213.20276064698442,-3.38417,In,P,31,32,49.21,50.79,-21471.99 -1055.1299999999999 -1055.1299999999999|-1055.1299999999999 -21471.99 -1055.1299999999999|-1055.1299999999999 -1055.1299999999999 -21471.99,0,In,11.61181,11.61181,8.83345,-0.018541,-0.018541,-0.043501,0.050792463643733604,31,P,2.5414046969933777,fz ,
s_vIn,vIn_0_Td_tdC_sc3k2cl_d0lda1.json,63,-213.20276064698442,-3.38417,In,P,31,32,49.21,50.79,-21471.99 -1055.1299999999999 -1055.1299999999999|-1055.1299999999999 -21471.99 -1055.1299999999999|-1055.1299999999999 -1055.1299999999999 -21471.99,1,In,11.61181,8.83345,11.61181,-0.018541,-0.043501,-0.018541,0.050792463643733604,31,P,2.5414046969933777,fy ,
s_vIn,vIn_0_Td_tdC_sc3k2cl_d0lda1.json,63,-213.20276064698442,-3.38417,In,P,31,32,49.21,50.79,-21471.99 -1055.1299999999999 -1055.1299999999999|-1055.1299999999999 -21471.99 -1055.1299999999999|-1055.1299999999999 -1055.1299999999999 -21471.99,2,In,8.83345,11.61181,11.61181,-0.043501,-0.018541,-0.018541,0.050792463643733604,31,P,2.5414046969933777,fx ,
s_vIn,vIn_0_Td_tdC_sc3k2cl_d0lda1.json,63,-213.20276064698442,-3.38417,In,P,31,32,49.21,50.79,-21471.99 -1055.1299999999999 -1055.1299999999999|-1055.1299999999999 -21471.99 -1055.1299999999999|-1055.1299999999999 -1055.1299999999999 -21471.99,3,In,11.61181,8.727830000000003,5.949460000000001,-0.019435,0.047249,-0.03266,0.06063714064828585,32,P,2.5414109438262837,fy fz ,
s_vIn,vIn_0_Td_tdC_sc3k2cl_d0lda1.json,63,-213.20276064698442,-3.38417,In,P,31,32,49.21,50.79,-21471.99 -1055.1299999999999 -1055.1299999999999|-1055.1299999999999 -21471.99 -1055.1299999999999|-1055.1299999999999 -1055.1299999999999 -21471.99,4,In,11.61181,5.949460000000001,8.727830000000003,-0.019435,-0.03266,0.047249,0.060637140648285855,32,P,2.5414109438262837,fy fz ,
s_vIn,vIn_0_Td_tdC_sc3k2cl_d0lda1.json,63,-213.20276064698442,-3.38417,In,P,31,32,49.21,50.79,-21471.99 -1055.1299999999999 -1055.1299999999999|-1055.1299999999999 -21471.99 -1055.1299999999999|-1055.1299999999999 -1055.1299999999999 -21471.99,5,In,8.727830000000003,11.61181,5.949460000000001,0.047249,-0.019435,-0.03266,0.06063714064828585,33,P,2.5414109438262837,fx fz ,
s_vIn,vIn_0_Td_tdC_sc3k2cl_d0lda1.json,63,-213.20276064698442,-3.38417,In,P,31,32,49.21,50.79,-21471.99 -1055.1299999999999 -1055.1299999999999|-1055.1299999999999 -21471.99 -1055.1299999999999|-1055.1299999999999 -1055.1299999999999 -21471.99,6,In,8.727830000000003,5.949460000000001,11.61181,0.047249,-0.03266,-0.019435,0.06063714064828585,34,P,2.5414109438262837,fx fy ,
s_vIn,vIn_0_Td_tdC_sc3k2cl_d0lda1.json,63,-213.20276064698442,-3.38417,In,P,31,32,49.21,50.79,-21471.99 -1055.1299999999999 -1055.1299999999999|-1055.1299999999999 -21471.99 -1055.1299999999999|-1055.1299999999999 -1055.1299999999999 -21471.99,7,In,5.949460000000001,11.61181,8.727830000000003,-0.03266,-0.019435,0.047249,0.060637140648285855,33,P,2.5414109438262837,fx fz ,
s_vIn,vIn_0_Td_tdC_sc3k2cl_d0lda1.json,63,-213.20276064698442,-3.38417,In,P,31,32,49.21,50.79,-21471.99 -1055.1299999999999 -1055.1299999999999|-1055.1299999999999 -21471.99 -1055.1299999999999|-1055.1299999999999 -1055.1299999999999 -21471.99,8,In,5.949460000000001,8.727830000000003,11.61181,-0.03266,0.047249,-0.019435,0.06063714064828585,34,P,2.5414109438262837,fx fy ,
s_vIn,vIn_0_Td_tdC_sc3k2cl_d0lda1.json,63,-213.20276064698442,-3.38417,In,P,31,32,49.21,50.79,-21471.99 -1055.1299999999999 -1055.1299999999999|-1055.1299999999999 -21471.99 -1055.1299999999999|-1055.1299999999999 -1055.1299999999999 -21471.99,9,In,8.83345,5.949460000000001,5.949460000000001,-0.055317,-0.032252,-0.032252,0.0716962585983397,32,P,2.5414171906438354,fx fy fz ,
